track_name,artist,album,release_date,spotify_url,track_id
Around The World (La La La La) - Sped Up Version,Umur Anil Gokdag,Around The World (La La La La),2023-09-10,https://open.spotify.com/track/3aBwmFHB6JHnWcsFWUZYKN,3aBwmFHB6JHnWcsFWUZYKN
Close Your Eyes,KSHMR,Close Your Eyes,2021-11-19,https://open.spotify.com/track/3h2aYVv7RHnOW0qGGYdYIT,3h2aYVv7RHnOW0qGGYdYIT
Around The World (La La La La),Umur Anil Gokdag,Around The World (La La La La),2023-09-10,https://open.spotify.com/track/1kBxioGjH3oHJyihNfaP3r,1kBxioGjH3oHJyihNfaP3r
Where Are You Now,Lost Frequencies,All Stand Together,2023-11-10,https://open.spotify.com/track/3mfER4ORePHvN35cbZ3dkV,3mfER4ORePHvN35cbZ3dkV
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,Heartbreak Anthem (with David Guetta & Little Mix),2021-05-20,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP,5K6Ssv4Z3zRvxt0P6EKUAP
Crying On The Dancefloor,Sam Feldt,Crying On The Dancefloor,2023-03-17,https://open.spotify.com/track/09rAJ1Q1NNJSaUKEW3X9P6,09rAJ1Q1NNJSaUKEW3X9P6
10:35,Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/36gcliMRX1vCpgnrZE3dFZ,36gcliMRX1vCpgnrZE3dFZ
Cold Heart,Umur Anil Gokdag,Cold Heart,2022-08-12,https://open.spotify.com/track/3Eb23lmJSCxgntqQnchFo8,3Eb23lmJSCxgntqQnchFo8
Never Going Home Tonight (feat. Madison Love),David Guetta,Never Going Home Tonight (feat. Madison Love),2024-09-06,https://open.spotify.com/track/7K1BLb6MpvKuGEPpHw35mO,7K1BLb6MpvKuGEPpHw35mO
Without You,Avicii,EDM Hits,2020-04-03,https://open.spotify.com/track/6DYIK7iExuYWKnNdIuLuWO,6DYIK7iExuYWKnNdIuLuWO
Cynical,twocolors,Cynical,2024-06-30,https://open.spotify.com/track/4fLnoXqsxHZFvGKppc7kCr,4fLnoXqsxHZFvGKppc7kCr
Rapture (Mi Amore),Umur Anil Gokdag,Rapture (Mi Amore),2024-02-09,https://open.spotify.com/track/2rnyCCRt5M9cut1Z0WwNAh,2rnyCCRt5M9cut1Z0WwNAh
LESSON LEARNED,Umur Anil Gokdag,LESSON LEARNED (Sped Up Version),2023-11-13,https://open.spotify.com/track/3PXNToNIboB0fg2cdF3zDd,3PXNToNIboB0fg2cdF3zDd
Words (feat. Zara Larsson),Alesso,Words (feat. Zara Larsson),2022-04-22,https://open.spotify.com/track/1bgKMxPQU7JIZEhNsM1vFs,1bgKMxPQU7JIZEhNsM1vFs
LESSON LEARNED - Sped Up Version,Umur Anil Gokdag,LESSON LEARNED (Sped Up Version),2023-11-13,https://open.spotify.com/track/23iMhEszM5hSFqprwgAWUQ,23iMhEszM5hSFqprwgAWUQ
Everything Goes On,Porter Robinson,Everything Goes On,2022-07-14,https://open.spotify.com/track/3WBRfkOozHEsG0hbrBzwlm,3WBRfkOozHEsG0hbrBzwlm
GOT ME BAD,Umur Anil Gokdag,GOT ME BAD,2023-02-17,https://open.spotify.com/track/7dQ5Gh9EZCZZ6CoLrb5hfy,7dQ5Gh9EZCZZ6CoLrb5hfy
Bring Me Back - Sped Up,Miles Away,Bring Me Back (VIP),2023-05-19,https://open.spotify.com/track/1n3TsY2SVQR2MaFxMsq68i,1n3TsY2SVQR2MaFxMsq68i
Run It (feat. Rick Ross & Rich Brian),DJ Snake,Shang-Chi and The Legend of The Ten Rings: The Album,2021-09-03,https://open.spotify.com/track/5x4vgABKiGp4Vg7ZyFRxhn,5x4vgABKiGp4Vg7ZyFRxhn
Desire (with Sam Smith),Calvin Harris,Desire (with Sam Smith),2023-07-28,https://open.spotify.com/track/22dUzMFttcR3uU17NcOAIv,22dUzMFttcR3uU17NcOAIv
Close Your Eyes (Bangun Tidur Selfi x Go Sampe Bawah) - DJ Kunam Remix,KSHMR,Close Your Eyes (Bangun Tidur Selfi x Go Sampe Bawah) [DJ Kunam Remix],2022-09-09,https://open.spotify.com/track/1g1uhOJhPJjlroPqMTwSqO,1g1uhOJhPJjlroPqMTwSqO
Higher Love,Kygo,Golden Hour,2020-05-29,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY,1kKYjjfNYxE0YYgLa7vgVY
You,Regard,You,2021-04-16,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE,2cc8Sw1OnCuA5bV8nqWqpE
Miracle (with Ellie Goulding),Calvin Harris,Miracle (with Ellie Goulding),2023-03-10,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ,5eTaQYBE1yrActixMAeLcZ
Get in Trouble (So What),Dimitri Vegas & Like Mike,Get in Trouble (So What),2020-06-05,https://open.spotify.com/track/5KC7ginqShi7mhDQLttQh0,5KC7ginqShi7mhDQLttQh0
10:35,Tiësto,10:35,2022-11-03,https://open.spotify.com/track/6BePGk3eCan4FqaW2X8Qy3,6BePGk3eCan4FqaW2X8Qy3
Rock My Body,R3HAB,Rock My Body (with INNA & Sash!),2023-04-28,https://open.spotify.com/track/6pb5DtlAeG95dNQLHiArRU,6pb5DtlAeG95dNQLHiArRU
The Motto,Tiësto,The Motto,2021-11-04,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO,18asYwWugKjjsihZ0YvRxO
TALK ABOUT SEX - Sped Up Version,Umur Anil Gokdag,TALK ABOUT SEX,2023-12-15,https://open.spotify.com/track/0hjELGqdk30iaBdsIcSacZ,0hjELGqdk30iaBdsIcSacZ
LALALA,Umur Anil Gokdag,LALALA,2024-01-14,https://open.spotify.com/track/3KONLkLtJwNEXAhkhL5Wdb,3KONLkLtJwNEXAhkhL5Wdb
Stars Will Align,Kygo,Stars Will Align,2024-09-27,https://open.spotify.com/track/5REMa10O4aA2mLtYyflWxs,5REMa10O4aA2mLtYyflWxs
Hush - Feel Koplo Remix,Yellow Claw,Hush (Feel Koplo Remix),2020-09-11,https://open.spotify.com/track/6pJYBycyJ8WtzDMJaOdof8,6pJYBycyJ8WtzDMJaOdof8
Heaven Is A Place On Earth,W&W,Heaven Is A Place On Earth,2022-12-16,https://open.spotify.com/track/6FAmtZoa7jq6bH9GBjCRkM,6FAmtZoa7jq6bH9GBjCRkM
VIBRATION,Umur Anil Gokdag,VIBRATION,2023-08-29,https://open.spotify.com/track/6T7HqsDkwIfFwNRbhKwlzC,6T7HqsDkwIfFwNRbhKwlzC
TALK ABOUT SEX,Umur Anil Gokdag,TALK ABOUT SEX,2023-12-15,https://open.spotify.com/track/6VI6E1vrU2mdSpApp1ufC8,6VI6E1vrU2mdSpApp1ufC8
Move Your Body,Öwnboss,Move Your Body,2021-10-29,https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,6GomT970rCOkKAyyrwJeZi
Mockingbird,Tiësto,Mockingbird,2024-05-03,https://open.spotify.com/track/2x4JC9TxW2LACuuxbsncfG,2x4JC9TxW2LACuuxbsncfG
Satisfaction,David Guetta,Satisfaction,2022-08-12,https://open.spotify.com/track/0lwyzp7GppQxv0Eu6wRkUo,0lwyzp7GppQxv0Eu6wRkUo
Work It,Florian Picasso,Work It,2023-09-01,https://open.spotify.com/track/4TqGe1UaneqGotEIwraZ75,4TqGe1UaneqGotEIwraZ75
It's Not Right But It's Okay,Mr. Belt & Wezol,It's Not Right But It's Okay,2024-02-23,https://open.spotify.com/track/5OFVzqSeFxGpvDGyHvVeLj,5OFVzqSeFxGpvDGyHvVeLj
Me Gusta,Florian Picasso,Me Gusta,2024-01-19,https://open.spotify.com/track/6QqG2ia9fn0ykLfoTMGSev,6QqG2ia9fn0ykLfoTMGSev
The Business,Tiësto,The Business,2020-09-16,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,6f3Slt0GbA2bPZlz0aIFXN
Crazy What Love Can Do,David Guetta,Crazy What Love Can Do,2022-04-08,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq,1WCEAGGRD066z2Q89ObXTq
Lose Somebody,Kygo,Golden Hour,2020-05-29,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,1sgDyuLooyvEML4oHspNza
Lasting Lover,Sigala,Lasting Lover,2020-09-04,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY,0DmAvNCAK08oCi7miSZUIY
When I’m Gone (with Katy Perry),Alesso,When I’m Gone (with Katy Perry),2021-12-29,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the,5902W4uHWzhtOff1UK7the
Carried Away (Love To Love) (with Madison Beer),Surf Mesa,Carried Away (Love To Love) (with Madison Beer),2021-02-12,https://open.spotify.com/track/4IvuPZogXbY7LODs7qzr0W,4IvuPZogXbY7LODs7qzr0W
Lay Low,Tiësto,Lay Low,2023-01-06,https://open.spotify.com/track/0zKbDrEXKpnExhGQRe9dxt,0zKbDrEXKpnExhGQRe9dxt
Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix,David Guetta,Titanium (feat. Sia) [David Guetta & MORTEN Future Rave Remix],2021-08-20,https://open.spotify.com/track/5072hCBK3Z15qRnTEzd8fy,5072hCBK3Z15qRnTEzd8fy
Woke Up in Love,Kygo,Woke Up in Love,2022-09-09,https://open.spotify.com/track/21H0pUV2uPIPcFnFhgTBjo,21H0pUV2uPIPcFnFhgTBjo
On & On,Armin van Buuren,Feel Again,2023-03-30,https://open.spotify.com/track/6wLqNGHQIja6xqT0cfrzBB,6wLqNGHQIja6xqT0cfrzBB
Where Did You Go? (feat. MNEK),Jax Jones,Where Did You Go (feat. MNEK),2022-02-04,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8,3sa06xVNmLLYIxdNNmVQN8
For Life (feat. Nile Rodgers),Kygo,For Life (feat. Nile Rodgers),2024-04-19,https://open.spotify.com/track/4QfikoJtCEiOj7G5R9m3sP,4QfikoJtCEiOj7G5R9m3sP
Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,Paradise Again,2022-04-15,https://open.spotify.com/track/3nEHrvNNtgLv9rneTAYVr4,3nEHrvNNtgLv9rneTAYVr4
Fire - Official UEFA EURO 2024 Song,MEDUZA,Fire (Official UEFA EURO 2024 Song),2024-05-10,https://open.spotify.com/track/7MYLHLCf0YWR4TVs3owDny,7MYLHLCf0YWR4TVs3owDny
Tokyo,Leat'eq,Tokyo,2024-03-25,https://open.spotify.com/track/3oEkAQ5toT682srK2zTusi,3oEkAQ5toT682srK2zTusi
RATATA,Skrillex,Quest For Fire,2023-02-17,https://open.spotify.com/track/4wteGC0HtLeZWjDcczc4Pw,4wteGC0HtLeZWjDcczc4Pw
Whistle (feat. Calum Scott),Jax Jones,Whistle (feat. Calum Scott),2023-02-10,https://open.spotify.com/track/4q05KbxYZ5JdkmrletgPjF,4q05KbxYZ5JdkmrletgPjF
OK Not To Be OK,Marshmello,OK Not To Be OK,2020-09-10,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,0zzVTGyRrWpQu8Fr28NRAv
I Like It (with Nate Smith),Alesso,I Like It (with Nate Smith),2024-07-12,https://open.spotify.com/track/3MBJxg2sT7CAdqYcdU8C5K,3MBJxg2sT7CAdqYcdU8C5K
Vision pt. II,Lost Sky,Vision pt. II,2021-10-22,https://open.spotify.com/track/5f9W174NPbE0OiQeo0D5Wx,5f9W174NPbE0OiQeo0D5Wx
Funny,Zedd,Funny,2020-07-16,https://open.spotify.com/track/4FYbo4yQzu3hGkj2Ix4ucW,4FYbo4yQzu3hGkj2Ix4ucW
Finally,Swedish House Mafia,Finally,2024-08-29,https://open.spotify.com/track/5a2Mb0OPY17zkS8FnciQhg,5a2Mb0OPY17zkS8FnciQhg
Lovefool,twocolors,Lovefool,2020-05-08,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4,51Of5p3lKZeOg6itfs4og4
Call It Love,Felix Jaehn,Call It Love,2022-09-16,https://open.spotify.com/track/5YdnOm5990Kfq1Jodws98B,5YdnOm5990Kfq1Jodws98B
Midnight (feat. Liam Payne),Alesso,Midnight (feat. Liam Payne),2020-04-08,https://open.spotify.com/track/4ZTTUAjJCd4NMZmIU7RB4c,4ZTTUAjJCd4NMZmIU7RB4c
Don't Be Shy,Tiësto,Don't Be Shy,2021-08-12,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB,0bI7K9Becu2dtXK1Q3cZNB
Carry You,Martin Garrix,Carry You,2024-02-16,https://open.spotify.com/track/31ZO9XuKt48Qb2eUTBynd2,31ZO9XuKt48Qb2eUTBynd2
All That Really Matters,ILLENIUM,ILLENIUM,2023-04-28,https://open.spotify.com/track/6cLrGfKIIRHYQw7S0mCDhA,6cLrGfKIIRHYQw7S0mCDhA
Drown (feat. Clinton Kane),Martin Garrix,Drown (feat. Clinton Kane),2020-02-27,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4,4RVtBlHFKj51Ipvpfv5ER4
Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,https://open.spotify.com/track/3rb0tMq42WfggucPm0HHkA,3rb0tMq42WfggucPm0HHkA
"She’s Gone, Dance On",Disclosure,"She’s Gone, Dance On",2024-05-29,https://open.spotify.com/track/29I9dv9Nq704w0Oc5yFGsR,29I9dv9Nq704w0Oc5yFGsR
2 Times,Dimitri Vegas,2 Times,2024-10-04,https://open.spotify.com/track/03xIKiQXopptD4Sv8ijvcG,03xIKiQXopptD4Sv8ijvcG
The Motto,Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/3j11iDncb7ZeDMw7lFucqM,3j11iDncb7ZeDMw7lFucqM
Lose Control,MEDUZA,MEDUZA,2023-10-13,https://open.spotify.com/track/2unqiEdHtabnsbv6TJ7gCW,2unqiEdHtabnsbv6TJ7gCW
Lose Somebody,Kygo,Lose Somebody,2020-05-15,https://open.spotify.com/track/7xbWAw3LMgRMn4omR5yVn3,7xbWAw3LMgRMn4omR5yVn3
INTERNET YAMERO,NEEDY GIRL OVERDOSE,INTERNET YAMERO,2023-03-18,https://open.spotify.com/track/4F2NudCv50tC2Bqc3dgn9v,4F2NudCv50tC2Bqc3dgn9v
Monster,Don Diablo,Monster,2024-03-29,https://open.spotify.com/track/0oWN1xuaWUrx8QGiYqxAs9,0oWN1xuaWUrx8QGiYqxAs9
I'll Wait,Kygo,I'll Wait,2020-04-03,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2,6Q3K9gVUZRMZqZKrXovbM2
Desire (with Sam Smith),Calvin Harris,96 Months,2024-08-08,https://open.spotify.com/track/5tQTZt90XSaYpnM7AL2K3X,5tQTZt90XSaYpnM7AL2K3X
Castle,Clarx,Castle,2020-05-01,https://open.spotify.com/track/7tUToegtVh5dodpcqaYrHo,7tUToegtVh5dodpcqaYrHo
High (feat. Aleesia),JPB,High,2021-08-27,https://open.spotify.com/track/3Bin1J5O34OUDb3a4BctoI,3Bin1J5O34OUDb3a4BctoI
Over Now (with The Weeknd),Calvin Harris,Over Now (with The Weeknd),2020-08-28,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,58AGoOGbwsQMhBbH0eFLRR
Aurora,K-391,Aurora,2020-10-23,https://open.spotify.com/track/5XND8aufA4UvtqAgARcjfN,5XND8aufA4UvtqAgARcjfN
I Don't Know Why,NOTD,I Don't Know Why,2020-05-08,https://open.spotify.com/track/0ZXdzaT1k688dkpNeEgQiV,0ZXdzaT1k688dkpNeEgQiV
Plain Jane,Ilkan Gunuc,Plain Jane,2020-08-21,https://open.spotify.com/track/4bQPTF342jVUgisDgJGMDo,4bQPTF342jVUgisDgJGMDo
Going Dumb (with Stray Kids),Alesso,Going Dumb,2021-03-19,https://open.spotify.com/track/3Ea1CNsTqBY4RtAESrBeNI,3Ea1CNsTqBY4RtAESrBeNI
Bad Memories,MEDUZA,MEDUZA,2023-10-13,https://open.spotify.com/track/3JhgPs7rbmzLBWRvHlel8U,3JhgPs7rbmzLBWRvHlel8U
Outerspace,BEAUZ,Outerspace,2020-10-16,https://open.spotify.com/track/2ChOMSamIbDfZ4lA9yAiRA,2ChOMSamIbDfZ4lA9yAiRA
All the Things She Said,Robin Schulz,All the Things She Said,2024-04-05,https://open.spotify.com/track/6FxRH7N7Q86i6aixaSYYzx,6FxRH7N7Q86i6aixaSYYzx
Stay High,Diplo,Stay High,2023-11-24,https://open.spotify.com/track/7LXimIqTYO76Utly8VFABu,7LXimIqTYO76Utly8VFABu
Drifting,Tiësto,Drifting,2023-06-22,https://open.spotify.com/track/4EmH2iRucAgCOnhuJRotUi,4EmH2iRucAgCOnhuJRotUi
Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,Swedish House Mafia,Turn On The Lights again.. (feat. Future & Fred again..) [Remixes],2022-09-12,https://open.spotify.com/track/4ptnQ0kQnN1U1Ig8TSslj6,4ptnQ0kQnN1U1Ig8TSslj6
Questions,Lost Frequencies,Questions,2022-06-03,https://open.spotify.com/track/1cgy2FSOQMbq7DHCVgMAUA,1cgy2FSOQMbq7DHCVgMAUA
Beggin',Chris Lake,Beggin',2023-04-20,https://open.spotify.com/track/74nEGIzIefJhJ5qX7NeIAz,74nEGIzIefJhJ5qX7NeIAz
Howling,Cartoon,Howling,2020-03-27,https://open.spotify.com/track/596lDSwIMzDoiq3E6jJ0wC,596lDSwIMzDoiq3E6jJ0wC
Marea (we’ve lost dancing),Fred again..,Actual Life (April 14 - December 17 2020),2021-04-15,https://open.spotify.com/track/5Z8Dj3LtbyCMiwE86rhg2f,5Z8Dj3LtbyCMiwE86rhg2f
Memories (feat. Kid Cudi) - 2021 Remix,David Guetta,Memories (feat. Kid Cudi) [2021 Remix],2021-01-08,https://open.spotify.com/track/59o6ojGNGJOYiVJSzC6Lsa,59o6ojGNGJOYiVJSzC6Lsa
The Feeling,Lost Frequencies,All Stand Together,2023-11-10,https://open.spotify.com/track/25jTLospI6eYVZ5TDDQN7V,25jTLospI6eYVZ5TDDQN7V
Something Comforting,Porter Robinson,Nurture,2021-04-23,https://open.spotify.com/track/5g7bsxCqNaucnXpexUoHg8,5g7bsxCqNaucnXpexUoHg8
Lonely World,K-391,Lonely World,2022-05-26,https://open.spotify.com/track/3W9qTBib3dDpL9hS4iE11o,3W9qTBib3dDpL9hS4iE11o
Back To You,Lost Frequencies,Back To You,2022-12-09,https://open.spotify.com/track/3K00Ib1shkOEiAXU5pec6e,3K00Ib1shkOEiAXU5pec6e
Look at the Sky,Porter Robinson,Nurture,2021-04-23,https://open.spotify.com/track/5lXNcc8QeM9KpAWNHAL0iS,5lXNcc8QeM9KpAWNHAL0iS
Bad Memories - Felix Jaehn Remix,MEDUZA,Bad Memories (Felix Jaehn Remix),2022-10-14,https://open.spotify.com/track/04R4oiYD4NU6ZkdwlaJSep,04R4oiYD4NU6ZkdwlaJSep
